publication_id,primary_source_id,companion_source_ids,title,publisher,publisher_domain,publication_date,publication_date_precision,publication_date_method,publication_year,source_type,relevance_basis,statistical_use,primary_url,all_urls,retrieval_methods,duplicate_group,source_record_count,max_token_count,tag_count,metric_count,ioc_count,threat_groups,campaigns,sectors,countries_or_regions,targets,kill_chain_phases,mitre_tactics,mitre_attack_ids,ttps,attack_vectors,ai_use_cases,ai_technologies,llm_providers,llm_models,malicious_ai_tools,malware_or_tools,data_types,infrastructure,actor_motivations,impacts,evidence_landscape,cves,manual_review_required,content_quality,analysis_inclusion,ai_relevance,ai_term_count,offense_term_count
pub-047,src-047,,The Next Frontier of Runtime Assembly Attacks: Leveraging LLMs to Generate Phishing JavaScript in Real Time,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2026-01-22,day,metadata,2026,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/real-time-malicious-javascript-through-llms/,https://unit42.paloaltonetworks.com/real-time-malicious-javascript-through-llms/,direct,,1,3084,62,1,0,APT28 / Fancy Bear|APT28,,Cryptocurrency|Defense,China|France|India|Japan|Russia|South Korea|Ukraine,Employees|Executives,Actions on Objectives|Command and Control|Delivery,Command and Control|Credential Access|Defense Evasion|Execution|Exfiltration|Impact|Initial Access,,CAPTCHA bypass|Command and control|Credential harvesting|Credential theft|Data exfiltration|Defense evasion|Malware generation|Obfuscation|Script generation,Credential theft,CAPTCHA bypass|Identity fraud and impersonation|Malware development|Obfuscation and evasion|Phishing and lure generation|Translation and localization,Generative AI|Large language model,Anthropic|DeepSeek|Google,Claude|DeepSeek|Gemini,,LAMEHUG,Credentials and passwords|Documents and files,Browser|Cloud|Email|Endpoint|Mobile|SaaS,Espionage,Data theft or exfiltration|Espionage|Ransomware or extortion,Incident response|Proof of concept,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,74,155
pub-048,src-048,,TuxBot v3: Inside an IoT Botnet Framework With LLM-Assisted Development,Palo Alto Networks Unit 42,unit42.paloaltonetworks.com,2026-07-15,day,metadata,2026,operational_cti,"campaign, actor, malware, or abuse investigation",incident_or_observation,https://unit42.paloaltonetworks.com/tuxbot-v3-evolution-iot-botnet/,https://unit42.paloaltonetworks.com/tuxbot-v3-evolution-iot-botnet/,direct,,1,7197,74,12,40,,,Cryptocurrency,India|Iran|Japan|South Korea,Developers|Employees|Executives,Actions on Objectives|Command and Control|Exploitation|Installation|Weaponization,Collection|Command and Control|Credential Access|Discovery|Execution|Exfiltration|Impact|Persistence|Resource Development,,CAPTCHA bypass|Command and control|Credential harvesting|Credential theft|Data exfiltration|Malware generation,Credential theft,CAPTCHA bypass|Malware development,Large language model,Anthropic,Claude,,IoT botnet|TuxBot,Credentials and passwords|Documents and files|Source code,Browser|Email|Endpoint|Mobile|SaaS,,Data theft or exfiltration|Ransomware or extortion|Service disruption,In-the-wild observed|Incident response,CVE-2007-3010|CVE-2007-5693|CVE-2013-7471|CVE-2014-2321|CVE-2014-8361|CVE-2016-11021|CVE-2017-17215|CVE-2017-18377|CVE-2018-10561|CVE-2018-10562|CVE-2018-20062|CVE-2020-17456|CVE-2020-8515|CVE-2021-25646|CVE-2021-4045|CVE-2022-1388|CVE-2022-22947|CVE-2022-22965|CVE-2022-30525|CVE-2022-44877|CVE-2023-1389|CVE-2023-39780|CVE-2025-34037|CVE-2025-34117|CVE-2026-5815,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,41,94
pub-049,src-049,src-053,Disrupting the first reported AI-orchestrated cyber espionage campaign,Anthropic,www-cdn.anthropic.com,2025-11-13,day,publisher_verified_override,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.anthropic.com/news/disrupting-AI-espionage,https://www-cdn.anthropic.com/d7dd50dd1185f59be051b307150d877f2b82bd2c.pdf|https://www.anthropic.com/news/disrupting-AI-espionage,direct,dup-004,2,2761,50,6,0,,,Financial Services|Government|Manufacturing,China,Consumers or individuals|Developers|Employees|Executives,Actions on Objectives|Command and Control|Exploitation|Installation|Reconnaissance|Weaponization,Collection|Discovery|Execution|Exfiltration|Initial Access|Lateral Movement|Persistence|Privilege Escalation|Reconnaissance|Resource Development,,Credential harvesting|Credential theft|Data exfiltration|Exploit development|Malware generation|Vulnerability scanning,Credential theft,Autonomous or agentic intrusion|Exploit development|Malware development|Reconnaissance and target research|Vulnerability research,Agentic AI,Anthropic,Claude,,,Credentials and passwords|Documents and files,Browser|Endpoint,Espionage,Credential compromise|Data theft or exfiltration|Espionage,Controlled study|Forecast or prediction|Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,82,86
pub-050,src-050,,What we learned mapping a year’s worth of AI-enabled cyber threats,Anthropic,anthropic.com,2026-06-03,day,publisher_verified_override,2026,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.anthropic.com/news/AI-enabled-cyber-threats-mitre-attack,https://www.anthropic.com/news/AI-enabled-cyber-threats-mitre-attack,direct,,1,1472,24,8,0,,,Financial Services|Government,,Consumers or individuals|Developers,Actions on Objectives|Delivery|Exploitation,Discovery|Exfiltration|Initial Access|Lateral Movement|Privilege Escalation,,Data exfiltration,,Phishing and lure generation,Agentic AI,Anthropic,Claude,,,Credentials and passwords,Browser,Espionage,Data theft or exfiltration|Espionage,Forecast or prediction|Provider abuse telemetry,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,52,25
pub-051,src-051,,Detecting and countering malicious uses of Claude: March 2025,Anthropic,anthropic.com,2025-04-23,day,publisher_verified_override,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.anthropic.com/news/detecting-and-countering-malicious-uses-of-claude-march-2025,https://www.anthropic.com/news/detecting-and-countering-malicious-uses-of-claude-march-2025,direct,,1,1943,25,0,0,,,Artificial Intelligence|Financial Services|Government,United States,Consumers or individuals|Developers,Actions on Objectives,Resource Development,,Malware generation,,Identity fraud and impersonation|Influence operations|Malware development,Agentic AI|Generative AI|Large language model,Anthropic,Claude,,,Credentials and passwords,Browser|Messaging platform|Social media,Influence / information operations,Credential compromise,Forecast or prediction|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,55,29
pub-052,src-052,,Detecting and countering misuse of AI: August 2025,Anthropic,anthropic.com,2025-08-27,day,publisher_verified_override,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.anthropic.com/news/detecting-countering-misuse-aug-2025,https://www.anthropic.com/news/detecting-countering-misuse-aug-2025,direct,,1,1867,35,3,0,,,Cryptocurrency|Financial Services|Government|Technology|Telecommunications,North Korea|Vietnam,Consumers or individuals|Developers|Employees|Executives,Actions on Objectives|Exploitation|Reconnaissance,Execution|Exfiltration|Impact|Reconnaissance,,Data exfiltration,,Reconnaissance and target research,Agentic AI|Large language model,Anthropic,Claude,,,Credentials and passwords|Cryptocurrency keys or seed phrases|Documents and files|Financial and payment data,Browser|Email,,Data theft or exfiltration|Financial fraud|Ransomware or extortion,Forecast or prediction|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,57,32
pub-054,src-054,,Mapping AI-enabled cyber threats: Insights from the LLM ATT&CK Navigator,Anthropic,anthropic.com,2026-06-03,day,publisher_verified_override,2026,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.anthropic.com/research/attack-navigator,https://www.anthropic.com/research/attack-navigator,direct,,1,4870,68,34,0,,,Critical Infrastructure|Financial Services|Government,,Consumers or individuals|Developers,Actions on Objectives|Command and Control|Delivery|Exploitation|Reconnaissance|Weaponization,Collection|Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Privilege Escalation|Reconnaissance|Resource Development,T1003|T1005|T1020|T1021|T1021.004|T1027|T1055|T1078.003|T1087|T1210|T1505.003|T1560|T1562|T1566|T1587|T1587.001,Command and control|Credential harvesting|Data exfiltration|Defense evasion|Malware generation|Obfuscation|Spearphishing,Spearphishing,Autonomous or agentic intrusion|Malware development|Obfuscation and evasion|Reconnaissance and target research,Agentic AI|Large language model,Anthropic,Claude,,,Credentials and passwords|Cryptocurrency keys or seed phrases|Documents and files,Browser|Cloud|Endpoint,Espionage,Data theft or exfiltration|Espionage|Ransomware or extortion,Forecast or prediction|In-the-wild observed,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,108,72
pub-055,src-055,,AI Security Report 2025,Check Point,checkpoint.com,2025-04-30,day,publisher_verified_override,2025,provider_or_government_report,"AI misuse, abuse-disruption, or threat research report",incident_or_observation,https://www.checkpoint.com/resources/all-assets-460c/report-ai-security-report-2025?fw=c778b,https://www.checkpoint.com/resources/all-assets-460c/report-ai-security-report-2025?fw=c778b,jina_reader_proxy,,1,2638,20,3,2,,,Financial Services|Government,China|France|Germany|Japan|Taiwan,Employees,Actions on Objectives,Discovery|Impact,,,,,Agentic AI,,,,,,Browser|Cloud|Email|Endpoint|SaaS,,Ransomware or extortion|Service disruption,Incident response,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,37,4
pub-056,src-056,,Russian State-Supported Cyber Actors Conduct Phishing Campaign Targeting Users of Zimbra Collaboration Suite | CISA,CISA,cisa.gov,2026-06-23,day,metadata,2026,government_or_law_enforcement,"official advisory, fraud alert, or regional threat report",context_or_incident,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-204a,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-204a,jina_reader_proxy,,1,10729,97,5,24,TA488,Operation GhostMail,Defense|Government|Nonprofit / NGO,Canada|France|Russia|Ukraine|United Kingdom|United States,Developers|Employees|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance,Collection|Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Initial Access|Persistence|Privilege Escalation|Reconnaissance|Resource Development,T1027|T1027.010|T1027.013|T1027.017|T1048|T1048.002|T1048.003|T1074|T1074.002|T1078|T1087|T1098|T1114|T1114.002|T1119|T1185|T1199|T1203|T1550|T1550.004|T1556|T1556.006|T1557|T1560|T1566|T1583|T1583.003|T1587|T1587.001|T1587.004|T1588|T1588.002|T1588.007|T1589|T1589.001|T1589.002|T1593|T1595|T1596|T1596.005|T1597|T1597.002|T1608,Command and control|Credential theft|Data exfiltration|MFA/session-token theft|Obfuscation|Password spraying|Phishing link or attachment|Spearphishing|Target research / OSINT,Spearphishing,Obfuscation and evasion|Reconnaissance and target research,,,,,,Credentials and passwords|Documents and files|Session cookies or tokens,Browser|Email|Endpoint,,Credential compromise|Data theft or exfiltration|Ransomware or extortion,,CVE-2025-66376,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,6,169
pub-057,src-057,,Defending Against an Active Threat to Siemens S7 Series PLCs | CISA,CISA,cisa.gov,2026-06-23,day,metadata,2026,government_or_law_enforcement,"official advisory, fraud alert, or regional threat report",context_or_incident,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-231a,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-231a,jina_reader_proxy,,1,3327,37,0,0,,,Critical Infrastructure|Energy|Government,United States,Executives,Exploitation|Reconnaissance,Collection|Credential Access|Defense Evasion|Execution|Initial Access|Lateral Movement|Reconnaissance|Resource Development,T0821|T0834|T0849|T0893|T1587|T1587.004|T1588|T1588.007|T1596|T1596.005|T1694,Defense evasion|Exploit development|Script generation,,Exploit development|Obfuscation and evasion|Reconnaissance and target research,,,,,,Credentials and passwords|Documents and files,Email|Endpoint,,Service disruption,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,13,45
pub-058,src-058,,CrowdStrike 2024 Threat Hunting Report: Executive Summary,CrowdStrike,crowdstrike.com,2024-08-20,day,publisher_verified_override,2024,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/en-us/press-releases/2024-crowdstrike-threat-hunting-report-highlights-nation-states-exploits/,https://www.crowdstrike.com/content/dam/crowdstrike/www/en-us/wp/2024/08/2024-Threat-Hunting-Executive-Report.pdf|https://www.crowdstrike.com/en-us/press-releases/2024-crowdstrike-threat-hunting-report-highlights-nation-states-exploits/,direct,,1,1986,33,42,0,Scattered Spider,,Financial Services|Government|Healthcare|Hospitality|Technology|Telecommunications|Transportation and Logistics,North Korea|United States,Consumers or individuals|Executives,Actions on Objectives|Delivery|Exploitation|Installation,Defense Evasion|Exfiltration|Initial Access|Persistence,,Data exfiltration|Defense evasion|Spearphishing,Spearphishing,Obfuscation and evasion,,,,,,Credentials and passwords,Browser|Cloud|Endpoint,Financial|Hacktivism,Credential compromise|Data theft or exfiltration,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,9,98
pub-059,src-059,,AI vs AI: The Cybersecurity Arms Race,CrowdStrike,crowdstrike.com,2025-08-04,day,text,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/en-us/blog/ai-vs-ai-cybersecurity-arms-race/,https://www.crowdstrike.com/en-us/blog/ai-vs-ai-cybersecurity-arms-race/,direct,,1,3979,65,6,0,,,Financial Services|Government,China,Developers|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance|Weaponization,Command and Control|Credential Access|Defense Evasion|Discovery|Execution|Exfiltration|Initial Access|Lateral Movement|Persistence|Privilege Escalation|Reconnaissance,,Business email compromise|Command and control|Data exfiltration|Deepfake impersonation|Defense evasion|Obfuscation|PowerShell execution|Script generation|Spearphishing|Supply-chain compromise|Voice phishing / vishing,Business email compromise|Spearphishing|Supply chain|Vishing,Command and control|Deepfake video or image|Deepfake voice|Identity fraud and impersonation|Obfuscation and evasion|Reconnaissance and target research|Translation and localization|Vulnerability research,Agentic AI|Deepfake / synthetic media|Generative AI|Large language model,Anthropic|Microsoft|OpenAI,Claude|Microsoft Copilot,,PoisonIvy malware,Credentials and passwords|Documents and files,Browser|Email|Endpoint,,Data theft or exfiltration|Ransomware or extortion,Incident response|Threat landscape report,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,129,87
pub-060,src-060,,2024 Global Threat Report Trends and Overview,CrowdStrike,crowdstrike.com,2024-02-21,day,text,2024,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/en-us/blog/crowdstrike-2024-global-threat-report/,https://www.crowdstrike.com/en-us/blog/crowdstrike-2024-global-threat-report/,direct,,1,1982,41,12,0,,,Financial Services|Government,China|Iran|Russia,Developers|Employees|Executives,Actions on Objectives|Delivery|Exploitation,Collection|Defense Evasion|Discovery|Execution|Initial Access,,Credential theft|Defense evasion|Obfuscation|Password spraying|Supply-chain compromise,Supply chain,Influence operations|Obfuscation and evasion|Vulnerability research,Agentic AI|Generative AI,Anthropic|Microsoft|OpenAI,Claude|Microsoft Copilot,,,Credentials and passwords,Browser|Endpoint,Hacktivism|Influence / information operations,Credential compromise,Forecast or prediction|Incident response|Threat landscape report,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,28,57
pub-061,src-061,,CrowdStrike 2025 Threat Hunting Report: AI Becomes a Weapon and a Target,CrowdStrike,crowdstrike.com,2025-08-04,day,text,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/en-us/blog/crowdstrike-2025-threat-hunting-report-ai-weapon-target/,https://www.crowdstrike.com/en-us/blog/crowdstrike-2025-threat-hunting-report-ai-weapon-target/,direct,,1,1967,66,16,0,APT42 / Charming Kitten|Famous Chollima|Scattered Spider,,Financial Services|Government|Telecommunications,China|North Korea|Russia,Developers|Employees|Executives,Actions on Objectives|Delivery|Exploitation|Installation|Weaponization,Defense Evasion|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence|Resource Development,,Credential harvesting|Data exfiltration|Deepfake impersonation|Malware generation|Obfuscation|Ransomware deployment|Script generation|Supply-chain compromise|Voice phishing / vishing,Credential theft|Supply chain|Vishing,Deepfake video or image|Identity fraud and impersonation|Malware development|Obfuscation and evasion|Phishing and lure generation|Vulnerability research,Agentic AI|Deepfake / synthetic media|Generative AI|Large language model,Anthropic|Microsoft|OpenAI,Claude|Microsoft Copilot,,GenAI-built malware,Credentials and passwords|Documents and files|Personally identifiable information,Browser|Endpoint|SaaS,Hacktivism,Data theft or exfiltration|Ransomware or extortion,Forecast or prediction|Incident response|Threat landscape report,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,47,54
pub-062,src-062,,"How CrowdStrike Hunts, Identifies and Defeats Cloud-Focused Threats",CrowdStrike,crowdstrike.com,2024-09-26,day,text,2024,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/en-us/blog/how-crowdstrike-hunts-identifies-and-defeats-cloud-threats/,https://www.crowdstrike.com/en-us/blog/how-crowdstrike-hunts-identifies-and-defeats-cloud-threats/,direct,,1,2229,39,8,0,APT29 / Cozy Bear|Scattered Spider,,Financial Services|Government,China|Russia,Developers|Executives,Actions on Objectives|Delivery|Exploitation|Installation,Defense Evasion|Discovery|Execution|Initial Access|Persistence,,Obfuscation|Supply-chain compromise,Credential theft|Supply chain,Obfuscation and evasion|Vulnerability research,Agentic AI|Generative AI,Anthropic|Microsoft|OpenAI,Claude|Microsoft Copilot,,,Credentials and passwords,Browser|Cloud|Email|Endpoint,Financial,Data theft or exfiltration,Incident response|Threat landscape report,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,23,47
pub-063,src-063,,How cyber adversaries use GenAI in vulnerability research and cloud operations,CrowdStrike,crowdstrike.com,2025,year,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/en-us/resources/articles/crowdstrike-2025-global-threat-report-genai-exploits-cloud-attacks/,https://www.crowdstrike.com/en-us/resources/articles/crowdstrike-2025-global-threat-report-genai-exploits-cloud-attacks/,direct,,1,1058,22,1,0,,,Critical Infrastructure|Government,Iran|United States,Developers|Executives,Actions on Objectives|Exploitation|Weaponization,Execution,,Exploit development|Prompt injection,,Exploit development|Vulnerability research,Generative AI|Large language model,,,,,Credentials and passwords,Cloud|Endpoint,,Data theft or exfiltration,Threat landscape report,CVE-2024-3400,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,37,43
pub-064,src-064,,How adversaries are using GenAI for social engineering attacks,CrowdStrike,crowdstrike.com,2025,year,publisher_verified_override,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/en-us/resources/articles/crowdstrike-2025-global-threat-report-genai-powers-social-engineering/,https://www.crowdstrike.com/en-us/resources/articles/crowdstrike-2025-global-threat-report-genai-powers-social-engineering/,direct,,1,1015,39,4,0,Famous Chollima,,,India|North Korea,Developers|Employees|Executives,Actions on Objectives|Delivery,Initial Access|Privilege Escalation,,Business email compromise|Credential harvesting|Deepfake impersonation|Phishing link or attachment|Spearphishing|Voice phishing / vishing,Business email compromise|Credential theft|Spearphishing|Vishing,Deepfake video or image|Phishing and lure generation,Agentic AI|Deepfake / synthetic media|Generative AI|Large language model,Anthropic|Google|OpenAI,ChatGPT|Claude,,GoldPickaxe malware,Credentials and passwords,Email|Endpoint|Mobile|Social media,,,Controlled study|Threat landscape report,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,39,29
pub-065,src-065,,CrowdStrike 2024 Global Threat Report: Executive Summary,CrowdStrike,crowdstrike.com,2024-02-21,day,publisher_verified_override,2024,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.crowdstrike.com/wp-content/uploads/2024/02/crowdstrike-2024-global-threat-report-executive-summary.pdf,https://www.crowdstrike.com/wp-content/uploads/2024/02/crowdstrike-2024-global-threat-report-executive-summary.pdf,direct,,1,2124,37,18,0,APT28 / Fancy Bear|APT29 / Cozy Bear|Scattered Spider,,Government,China|Israel|North Korea|United States,Executives,Actions on Objectives|Delivery|Exploitation|Installation,Collection|Discovery|Exfiltration|Initial Access|Lateral Movement|Persistence,,Data exfiltration|Exploit development|MFA/session-token theft,,Exploit development,Generative AI,,,,,Credentials and passwords|Session cookies or tokens,Browser|Cloud|Endpoint|Messaging platform,Hacktivism|Influence / information operations,Data theft or exfiltration|Ransomware or extortion|Service disruption,Forecast or prediction|Threat landscape report,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,7,81
pub-066,src-066,,ENISA Threat Landscape 2025 | ENISA,ENISA,enisa.europa.eu,2025-11-06,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2025,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2025,direct,,1,737,8,0,0,,,,European Union,,Exploitation,,,,,,,,,,,Documents and files,Email,Hacktivism,Service disruption,Incident response|Threat landscape report,,yes,usable_machine_extraction,context_only,background_ai_mention,1,3
pub-067,src-067,,ESET Threat Report: Infostealers using AI & banking malware creating deepfake videos to steal money,ESET,eset.com,2024-06-27,day,text,2024,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.eset.com/us/about/newsroom/press-releases/eset-threat-report-infostealers-using-ai-banking-malware-creating-deepfake-videos-to-steal-money-2/,https://www.eset.com/us/about/newsroom/press-releases/eset-threat-report-infostealers-using-ai-banking-malware-creating-deepfake-videos-to-steal-money-2/,direct,,1,1391,25,3,0,,,Critical Infrastructure|Financial Services,Africa|Canada|Germany|Japan|United States,,Actions on Objectives|Exploitation,Impact,,Deepfake impersonation,,Deepfake video or image|Identity fraud and impersonation|Translation and localization,Deepfake / synthetic media|Generative AI,Google|OpenAI,Gemini,,Lumma|Vidar,,Browser|Endpoint|Mobile,,Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,21,26
pub-068,src-068,,Facing reality? Law enforcement and the challenge of deepfakes | Europol,Europol,europol.europa.eu,2024-01,month,text_month,2024,other,requires manual relevance review,do_not_aggregate,https://www.europol.europa.eu/publications-events/publications/facing-reality-law-enforcement-and-challenge-of-deepfakes,https://www.europol.europa.eu/publications-events/publications/facing-reality-law-enforcement-and-challenge-of-deepfakes,jina_reader_proxy,,1,4569,13,3,0,,,,European Union|France|Germany,Executives,Actions on Objectives|Exploitation,,,Deepfake impersonation,,Deepfake video or image|Influence operations,Deepfake / synthetic media,,,,,Documents and files,Email,Influence / information operations,,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,13,28
pub-069,src-069,,Senior U.S. Officials Continue To Be Impersonated in Malicious Messaging Campaign | Federal Bureau of Investigation,FBI,fbi.gov,2025-12-19,day,text,2025,government_or_law_enforcement,"official advisory, fraud alert, or regional threat report",context_or_incident,https://www.fbi.gov/investigate/cyber/alerts/2025/senior-us-officials-continue-to-be-impersonated-in-malicious-messaging-campaign,https://www.fbi.gov/investigate/cyber/alerts/2025/senior-us-officials-continue-to-be-impersonated-in-malicious-messaging-campaign,jina_reader_proxy,,1,1258,22,0,0,,,Cryptocurrency|Financial Services|Government,United States,Employees,Actions on Objectives|Delivery,Initial Access,,Deepfake impersonation|Spearphishing|Voice phishing / vishing,Smishing|Spearphishing|Vishing,Deepfake voice|Identity fraud and impersonation,Speech or voice synthesis,,,,,Documents and files|Personally identifiable information,Email|Messaging platform,,Financial fraud,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,6,25
pub-070,src-070,,FinCEN Issues Alert on Fraud Schemes Involving Deepfake Media Targeting Financial Institutions | FinCEN.gov,FinCEN,fincen.gov,2024-11-13,day,metadata,2024,government_or_law_enforcement,"official advisory, fraud alert, or regional threat report",context_or_incident,https://www.fincen.gov/news/news-releases/fincen-issues-alert-fraud-schemes-involving-deepfake-media-targeting-financial,https://www.fincen.gov/news/news-releases/fincen-issues-alert-fraud-schemes-involving-deepfake-media-targeting-financial,direct,,1,511,13,0,0,,,Financial Services|Government,United States,Consumers or individuals,Actions on Objectives|Exploitation,Impact,,Deepfake impersonation,,Deepfake video or image,Deepfake / synthetic media|Generative AI,,,,,Documents and files,,,Ransomware or extortion,,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,10,7
pub-071,src-071,,Threat Predictions for 2024: Chained AI and CaaS Operations Give Attackers More “Easy” Buttons Than Ever | FortiGuard Labs,Fortinet,fortinet.com,2023-11-09,day,metadata,2023,forecast_or_assessment,"threat assessment, forecast, or red-team study",context_only,https://www.fortinet.com/blog/threat-research/2024-threat-predictions-chained-ai-and-caas-operations,https://www.fortinet.com/blog/threat-research/2024-threat-predictions-chained-ai-and-caas-operations,direct,,1,1356,18,1,0,,,Energy|Transportation and Logistics,,Executives,Actions on Objectives|Exploitation|Reconnaissance,Collection|Execution|Impact|Initial Access|Reconnaissance,,Ransomware deployment,,Reconnaissance and target research,Generative AI,,,,,,,,Ransomware or extortion|Service disruption,Forecast or prediction|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,8,49
pub-072,src-072,,Key Takeaways from the 2025 Global Threat Landscape Report | FortiGuard Labs,Fortinet,fortinet.com,2025-04-28,day,metadata,2025,vendor_threat_report,"threat landscape, incident-response, or CTI report",context_or_observation,https://www.fortinet.com/blog/threat-research/key-takeaways-from-the-2025-global-threat-landscape-report,https://www.fortinet.com/blog/threat-research/key-takeaways-from-the-2025-global-threat-landscape-report,direct,,1,1221,52,9,0,,,Artificial Intelligence|Critical Infrastructure,,Developers|Executives,Actions on Objectives|Command and Control|Delivery|Exploitation|Installation|Reconnaissance|Weaponization,Command and Control|Credential Access|Discovery|Execution|Exfiltration|Impact|Initial Access|Lateral Movement|Persistence|Reconnaissance|Resource Development,,Command and control|Credential harvesting|Credential theft|Data exfiltration|Deepfake impersonation|Malware generation|MFA/session-token theft|PowerShell execution,Credential theft,Deepfake video or image|Malware development|Reconnaissance and target research,Deepfake / synthetic media,,,FraudGPT,Vidar,Credentials and passwords|Session cookies or tokens|Source code,Cloud|Email,Espionage,Credential compromise|Data theft or exfiltration|Espionage|Ransomware or extortion,Forecast or prediction|Threat landscape report,CVE-2017-0147|CVE-2019-18935|CVE-2021-44228,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,4,38
pub-073,src-073,,Cyberthreat Predictions for 2025: An Annual Perspective from FortiGuard Labs,Fortinet,fortinet.com,2024-11-21,day,publisher_verified_override,2024,forecast_or_assessment,"threat assessment, forecast, or red-team study",context_only,https://www.fortinet.com/uk/blog/threat-research/threat-predictions-for-2025-get-ready-for-bigger-bolder-attacks,https://www.fortinet.com/content/dam/fortinet/assets/threat-reports/report-threat-prediction-2025.pdf|https://www.fortinet.com/uk/blog/threat-research/threat-predictions-for-2025-get-ready-for-bigger-bolder-attacks,direct,,1,5200,61,11,0,APT28 / Fancy Bear|APT29 / Cozy Bear|APT41|Black Basta|Lazarus Group|APT28|APT29|APT41,,Critical Infrastructure|Defense|Education|Energy|Financial Services|Government|Healthcare|Manufacturing|Transportation and Logistics,France|Russia|United States,Employees|Executives,Actions on Objectives|Delivery|Exploitation|Reconnaissance,Collection|Credential Access|Discovery|Impact|Initial Access|Reconnaissance,,Credential theft|Deepfake impersonation|Malware generation|Password spraying|Spearphishing|Voice phishing / vishing,Credential theft|Spearphishing|Vishing,Deepfake video or image|Identity fraud and impersonation|Malware development|Reconnaissance and target research,Deepfake / synthetic media|Large language model,,,,BlackSuit ransomware,Credentials and passwords,Browser|Endpoint|Social media,Disruption / destruction|Financial,Ransomware or extortion|Service disruption,Controlled study|Forecast or prediction|Incident response|Threat landscape report|Underground-market observation,,yes,usable_machine_extraction,include_with_manual_validation,core_ai_attack,33,203
